X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22
35.28735632,52.64367816,38.62068966,50.8045977,24.94252874,36.43678161,47.93103448,41.14942529,63.2183908,41.37931034,77.24137931,37.93103448,42.29885057,50,61.6091954,50,62.06896552,60,35.63218391,63.79310345,67.93103448,59.42528736,68.62068966,55.28735632,73.33333333,51.37931034,79.1954023,49.42528736,76.32183908,54.13793103,74.25287356,53.90804598,72.29885057,54.94252874,80.45977011,60.45977011,56.89655172,69.77011494,49.42528736,71.26436782,34.13793103,65.86206897,32.64367816,75.51724138
4.655172414,24.05172414,6.350574713,21.23563218,8.649425287,18.73563218,11.86781609,16.83908046,11.40804598,19.05172414,13.62068966,18.64942529,6.293103448,22.47126437,7.643678161,20.83333333,7.959770115,21.6091954,6.293103448,24.33908046,10.22988506,21.17816092,9.856321839,19.97126437,14.94252874,21.43678161,15,20.37356322,11.6091954,21.83908046,15.02873563,23.24712644,10.63218391,20.57471264,16.95402299,25.8908046,8.390804598,29.39655172,6.925287356,29.08045977,6.293103448,28.53448276,3.41954023,29.79885057
